"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"844","اسم الوحدة","اسم الوحدة","0","0","0","","","","BKA"
"845","ملاحظة شروط الاستخدام والاستنساخ","ملاحظة شروط الاستخدام والاستنساخ","1","0","0","","","","BKA"
"850","المؤسسات المقتنية","المؤسسات المقتنية","1","0","0","","","","BKA"
"851","الموقع - مهمل","الموقع - مهمل","1","0","0","","","","BKA"
"852","الموقع -رقم الاستدعاء","الموقع -رقم الاستدعاء","1","0","0","","","","BKA"
"853","تعليقات ونموذج - وحده ببليوجرافية اساسية","تعليقات ونموذج - وحده ببليوجرافية اساسية","1","0","0","","","","BKA"
"854","تعليقات ونموذج - مادة ملحقة","تعليقات ونموذج - مادة ملحقة","1","0","0","","","","BKA"
"855","تعليقات ونموذج - كشافات","تعليقات ونموذج - كشافات","1","0","0","","","","BKA"
"856","الموقع الإلكتروني والوصول","الموقع الإلكتروني والوصول","0","0","0","","","","BKA"
"859","معلومات الموقع الالكترونى(RLIN)","معلومات الموقع الالكترونى(RLIN)","1","0","0","","","","BKA"
"863","التعداد و التتابع الزمنى - وحدة ببليوجرافية ","التعداد و التتابع الزمنى - وحدة ببليوجرافية ","1","0","0","","","","BKA"
"864","التعداد و التتابع الزمنى -مواد ملحقة","التعداد و التتابع الزمنى -مواد ملحقة","1","0","0","","","","BKA"
"865","ادلة التعداد والتتابع الزمنى","ادلة التعداد والتتابع الزمنى","1","0","0","","","","BKA"
"866","مقتنيات نصيه - وحده ببليوجرافية اساسية","مقتنيات نصيه - وحده ببليوجرافية اساسية","1","0","0","","","","BKA"
"867","مقتنيات نصيه - مادة ملحقة","مقتنيات نصيه - مادة ملحقة","1","0","0","","","","BKA"
"868","مقتنيات نصيه - كشافات","مقتنيات نصيه - كشافات","1","0","0","","","","BKA"
"870","الاسم الشخصى المتغير مهمل","الاسم الشخصى المتغير مهمل","1","0","0","","","","BKA"
"871","اسم الهيئة المتغير  مهمل","اسم الهيئة المتغير  مهمل","1","0","0","","","","BKA"
"872","عنوان المؤتمر المتغير  مهمل","عنوان المؤتمر المتغير  مهمل","1","0","0","","","","BKA"
"873","العنوان الموحد المتغير  مهمل","العنوان الموحد المتغير  مهمل","1","0","0","","","","BKA"
"876","معلومات المادة - وحده ببليوجرافية اساسية","معلومات المادة - وحده ببليوجرافية اساسية","1","0","0","","","","BKA"
"877","معلومات المادة - مادة ملحقة","معلومات المادة - مادة ملحقة","1","0","0","","","","BKA"
"878","معلومات المادة - كشافات","معلومات المادة - كشافات","1","0","0","","","","BKA"
"880","تمثيل بيانى بديل","تمثيل بيانى بديل","1","0","0","","","","BKA"
"886","حقل معلومات مارك الاجنبى","حقل معلومات مارك الاجنبى","1","0","0","","","","BKA"
"887","حقل معلومات غير مارك","حقل معلومات غير مارك","1","0","0","","","","BKA"
"896","المدخل الاضافى المحلى بالسلسلة-اسم شخصى  (RLIN)","المدخل الاضافى المحلى بالسلسلة-اسم شخصى  (RLIN)","1","0","0","","","","BKA"
"897","المدخل الاضافى المحلى بالسلسلة-اسم هيئه (RLIN)","المدخل الاضافى المحلى بالسلسلة-اسم هيئه (RLIN)","1","0","0","","","","BKA"
"898","المدخل الاضافى المحلى بالسلسلة- عنوان مؤتمر(RLIN)","المدخل الاضافى المحلى بالسلسلة- عنوان مؤتمر(RLIN)","1","0","0","","","","BKA"
"899","المدخل الاضافى المحلى بالسلسلة - عنوان موحد (RLIN)","المدخل الاضافى المحلى بالسلسلة - عنوان موحد (RLIN)","1","0","0","","","","BKA"
"900","احالة مرجعية-اسم شخصى [LOCAL, CANADA]","احالة مرجعية-اسم شخصى [LOCAL, CANADA]","1","0","0","","","","BKA"
"901","عنصر بيانات محلى A, LDA (RLIN)","عنصر بيانات محلىA, LDA (RLIN)","1","0","0","","","","BKA"
"902","عنصر بيانات محلى B, LDB (RLIN)","عنصر بيانات محلىB, LDB (RLIN)","1","0","0","","","","BKA"
"903","عنصر بيانات محلى C, LDC (RLIN)","عنصر بيانات محلى C, LDC (RLIN)","1","0","0","","","","BKA"
"904","عنصر بيانات محلى D, LDD (RLIN)","عنصر بيانات محلى D, LDD (RLIN)","1","0","0","","","","BKA"
"905","عنصر بيانات محلى E, LDE (RLIN)","عنصر بيانات محلى E, LDE (RLIN)","1","0","0","","","","BKA"
"906","عنصر بيانات محلى F, LDF (RLIN)","عنصر بيانات محلى F, LDF (RLIN)","1","0","0","","","","BKA"
"907","عنصر بيانات محلى G, LDG (RLIN)","عنصر بيانات محلى G, LDG (RLIN)","1","0","0","","","","BKA"
"908","ضع فاص الحقل(RLIN)","ضع فاص الحقل(RLIN)","0","0","0","","","","BKA"
"910","بيانات اختيارية للمستخدم","بيانات اختيارية للمستخدم","0","0","0","","","","BKA"
"911","احالة مرجعية- عنوان مؤتمر[LOCAL, CANADA]","احالة مرجعية- عنوان مؤتمر[LOCAL, CANADA]","1","0","0","","","","BKA"
"930","احالة مرجعية - عنوان موحد[LOCAL, CANADA]","احالة مرجعية - عنوان موحد[LOCAL, CANADA]","1","0","0","","","","BKA"
"936","OCLC/CONSER MISCELLANEOUS DATA (OCLC); المستخدمة للفهرسة باستخدام (pre-AACR2) (RLIN)","OCLC/CONSER MISCELLANEOUS DATA (OCLC); المستخدمة للفهرسة باستخدام (pre-AACR2) (RLIN)","0","0","0","","","","BKA"
"940","احالة مرجعية-عنوان موحد -مهمل  [CAN/MARC only]","احالة مرجعية-عنوان موحد -مهمل [CAN/MARC only]","1","0","0","","","","BKA"
"941","احالة مرجعية - عنوان مرومن - مهمل [CAN/MARC only]","احالة مرجعية - عنوان مرومن - مهمل [CAN/MARC only]","1","0","0","","","","BKA"
"942","عناصر المدخل الإضافي( كوها)","عناصر المدخل الإضافي( كوها)","0","0","0","","","","BKA"
"945","معلومات معالجة محلية(OCLC)","معلومات معالجة محلية(OCLC)","1","0","0","","","","BKA"
"946","معلومات معالجة محلية(OCLC)","معلومات معالجة محلية(OCLC)","1","0","0","","","","BKA"
"947","معلومات معالجة محلية(OCLC)","معلومات معالجة محلية(OCLC)","1","0","0","","","","BKA"
"948","معلومات معالجة محلية جزء السلاسل(OCLC);  DESIGNATOR (RLIN)","معلومات معالجة محلية جزء السلاسل(OCLC);  DESIGNATOR (RLIN)","1","0","0","","","","BKA"
"949","معلومات معالجة محلية(OCLC)","معلومات معالجة محلية(OCLC)","1","0","0","","","","BKA"
"950","مجموعات محلية(RLIN)","مجموعات محلية(RLIN)","1","0","0","","","","BKA"
"951","احالة مرجعية - اسم جغرافى/اسم منطقة -مهمل[CAN/MARC only]","احالة مرجعية - اسم جغرافى/اسم منطقة -مهمل[CAN/MARC only]","1","0","0","","","","BKA"
"952","LOCATION AND ITEM INFORMATION (KOHA)","LOCATION AND ITEM INFORMATION (KOHA)","1","0","0","","","","BKA"
"955","معلومات مستوى النسخة(RLIN)","معلومات مستوى النسخة(RLIN)","1","0","0","","","","BKA"
"956","الموقع الالكترونى المحلى و الوصول(OCLC)","الموقع الالكترونى المحلى و الوصول(OCLC)","1","0","0","","","","BKA"
"960","الموقع المادى(RLIN)","الموقع المادى(RLIN)","1","0","0","","","","BKA"
"967","اكواد اضافية(RLIN)","اكواد اضافية(RLIN)","1","0","0","","","","BKA"
"980","احالة مرجعية-بيان السلسلة-اسم شخصى/عنوان[LOCAL, CANADA]","احالة مرجعية-بيان السلسلة-اسم شخصى/عنوان[LOCAL, CANADA]","1","0","0","","","","BKA"
"981","احالة مرجعية-بيان السلسلة -اسم جماعى-عنوان[LOCAL, CANADA]","احالة مرجعية-بيان السلسلة -اسم جماعى-عنوان[LOCAL, CANADA]","1","0","0","","","","BKA"
"982","احالة مرجعية-بيان السلسلة -عنوان مؤتمر-عنوان[LOCAL, CANADA]","احالة مرجعية-بيان السلسلة -عنوان مؤتمر-عنوان[LOCAL, CANADA]","1","0","0","","","","BKA"
"983","احالة مرجعية-بيان السلسلة -عنوان-عنوان موحد[LOCAL, CANADA]","احالة مرجعية-بيان السلسلة -عنوان-عنوان موحد[LOCAL, CANADA]","1","0","0","","","","BKA"
"984","WLN بيان المقتنيات التلقائي ل(OCLC)","WLN بيان المقتنيات التلقائي ل(OCLC)","1","0","0","","","","BKA"
"987","تاريخ محادثة مرومنة محلي(OCLC)","تاريخ محادثة مرومنة محلي(OCLC)","1","0","0","","","","BKA"
"990","احالة مرجعية- محلى[LOCAL, CANADA]","احالة مرجعية- محلى[LOCAL, CANADA]","1","0","0","","","","BKA"
"995","RECOMMENDATION 995 [LOCAL, UNIMARC FRANCE]","RECOMMENDATION 995 [LOCAL, UNIMARC FRANCE]","1","0","0","","","","BKA"
"998","معلومات الضبط المحلى(RLIN)","معلومات الضبط المحلى(RLIN)","1","0","0","","","","BKA"
"999","SYSTEM CONTROL NUMBERS (KOHA)","SYSTEM CONTROL NUMBERS (KOHA)","1","0","0","","","","BKA"

"#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#","#-#"

"tagfield","tagsubfield","liblibrarian","libopac","repeatable","mandatory","important","kohafield","tab","authorised_value","authtypecode","value_builder","isurl","hidden","frameworkcode","seealso","link","defaultvalue","maxlength","display_order"
"000","@","حقل البيانات ثابتة الطول","حقل البيانات ثابتة الطول ","0","1","0","","0","","","marc21_leader.pl","0","0","BKA","","","","24","0"
"001","@","رقم الضبط","رقم الضبط","0","0","0","","0","","","","0","-1","BKA","","","","9999","0"
"003","@","رقم الضبط","رقم الضبط","0","1","0","","0","","","marc21_field_003.pl","0","0","BKA","","","","9999","0"
"005","@","رقم الضبط","رقم الضبط","0","1","0","","0","","","marc21_field_005.pl","0","0","BKA","","","","9999","0"
"006","@","حقل البيانات ثابتة الطول","حقل البيانات ثابتة الطول","0","0","0","","0","","","marc21_field_006.pl","0","-1","BKA","","","","9999","0"
"007","@","حقل البيانات ثابتة الطول","حقل البيانات ثابتة الطول","0","0","0","","0","","","marc21_field_007.pl","0","-1","BKA","","","","9999","0"
"008","@","حقل البيانات ثابتة الطول","حقل البيانات ثابتة الطول","0","1","0","","0","","","marc21_field_008.pl","0","0","BKA","","","","9999","0"
"009","@","حقل البيانات ثابتة الطول","حقل البيانات ثابتة الطول","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"010","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","0","","","","0","-1","BKA","","","","9999","0"
"010","a","رقم ضبط مكتبة الكونجرس","رقم ضبط مكتبة الكونجرس","0","0","0","biblioitems.lccn","0","","","","0","-1","BKA","","","","9999","0"
"010","b","NUCMC رقم ضبط ","NUCMC رقم ضبط ","1","0","0","","0","","","","0","-1","BKA","","","","9999","0"
"010","z","رقم ضبط مكتبة الكونجرس الخاطئ والملغى","رقم ضبط مكتبة الكونجرس الخاطئ والملغى","1","0","0","","0","","","","0","-1","BKA","","","","9999","0"
"011","a","رقم ضبط مكتبة الكونجرس","رقم ضبط مكتبة الكونجرس","1","0","0","","0","","","","0","-6","BKA","","","","9999","0"
"013","6","الرابط","الرابط","0","0","0","","0","","","","0","-6","BKA","","","","9999","0"
